MB08_01|A yacht slid around the point into the bay.|A yacht slid around the point into the bay.
MB08_02|The two met while playing on the sand.|The two met while playing on the sand.
MB08_03|The ink stain dried on the finished page.|The ink stain dried on the finished page.
MB08_04|The walled town was seized without a fight.|The walled town was seized without a fight.
MB08_05|The lease ran out in sixteen weeks.|The lease ran out in sixteen weeks.
MB08_06|A tame squirrel makes a nice pet.|A tame squirrel makes a nice pet.
MB08_07|The horn of the car woke the sleeping cop.|The horn of the car woke the sleeping cop.
MB08_08|The heart beat strongly and with firm strokes.|The heart beat strongly and with firm strokes.
MB08_09|The pearl was worn in a thin silver ring.|The pearl was worn in a thin silver ring.
MB08_10|The fruit peel was cut in thick slices.|The fruit peel was cut in thick slices.
MB09_01|The Navy attacked the big task force.|The Navy attacked the big task force.
MB09_02|See the cat glaring at the scared mouse.|See the cat glaring at the scared mouse.
MB09_03|There are more than two factors here.|There are more than two factors here.
MB09_04|The hat brim was wide and too droopy.|The hat brim was wide and too droopy.
MB09_05|The lawyer tried to lose his case.|The lawyer tried to lose his case.
MB09_06|The grass curled around the fence post.|The grass curled around the fence post.
MB09_07|Cut the pie into large parts.|Cut the pie into large parts.
MB09_08|Men strive but seldom get rich.|Men strive but seldom get rich.
MB09_09|Always close the barn door tight.|Always close the barn door tight.
MB09_10|He lay prone and hardly moved a limb.|He lay prone and hardly moved a limb.
MB10_01|The slush lay deep along the street.|The slush lay deep along the street.
MB10_02|A wisp of cloud hung in the blue air.|A wisp of cloud hung in the blue air.
MB10_03|A pound of sugar costs more than eggs.|A pound of sugar costs more than eggs.
MB10_04|The fin was sharp and cut the clear water.|The fin was sharp and cut the clear water.
MB10_05|The play seems dull and quite stupid.|The play seems dull and quite stupid.
MB10_06|Bail the boat to stop it from sinking.|Bail the boat to stop it from sinking.
MB10_07|The term ended in late June that year.|The term ended in late June that year.
MB10_08|A tusk is used to make costly gifts.|A tusk is used to make costly gifts.
MB10_09|Ten pins were set in order.|Ten pins were set in order.
MB10_10|The bill was paid every third week.|The bill was paid every third week.
MB11_01|Oak is strong and also gives shade.|Oak is strong and also gives shade.
MB11_02|Cats and dogs each hate the other.|Cats and dogs each hate the other.
MB11_03|The pipe began to rust while new.|The pipe began to rust while new.
MB11_04|Open the crate but don't break the glass.|Open the crate but don't break the glass.
MB11_05|Add the sum to the product of these three.|Add the sum to the product of these three.
MB11_06|Thieves who rob friends deserve jail.|Thieves who rob friends deserve jail.
MB11_07|The ripe taste of cheese improves with age.|The ripe taste of cheese improves with age.
MB11_08|Act on these orders with great speed.|Act on these orders with great speed.
MB11_09|The hog crawled under the high fence.|The hog crawled under the high fence.
MB11_10|Move the vat over the hot fire.|Move the vat over the hot fire.
MB12_01|The bark of the pine tree was shiny and dark.|The bark of the pine tree was shiny and dark.
MB12_02|Leaves turn brown and yellow in the fall.|Leaves turn brown and yellow in the fall.
MB12_03|The pennant waved when the wind blew.|The pennant waved when the wind blew.
"MB12_04|Split the log with a quick, sharp blow.|Split the log with a quick, sharp blow."
MB12_05|Burn peat after the logs give out.|Burn peat after the logs give out.
MB12_06|He ordered peach pie with ice cream.|He ordered peach pie with ice cream.
MB12_07|Weave the carpet on the right hand side.|Weave the carpet on the right hand side.
MB12_08|Hemp is a weed found in parts of the tropics.|Hemp is a weed found in parts of the tropics.
MB12_09|A lame back kept his score low.|A lame back kept his score low.
MB12_10|We find joy in the simplest things.|We find joy in the simplest things.
MC13_01|Type out three lists of orders.|Type out three lists of orders.
MC13_02|The harder he tried the less he got done.|The harder he tried the less he got done.
MC13_03|The boss ran the show with a watchful eye.|The boss ran the show with a watchful eye.
MC13_04|The cup cracked and spilled its contents.|The cup cracked and spilled its contents.
MC13_05|Paste can cleanse the most dirty brass.|Paste can cleanse the most dirty brass.
MC13_06|The slang word for raw whiskey is booze.|The slang word for raw whiskey is booze.
MC13_07|It caught its hind paw in a rusty trap.|It caught its hind paw in a rusty trap.
MC13_08|The wharf could be seen at the farther shore.|The wharf could be seen at the farther shore.
MC13_09|Feel the heat of the weak dying flame.|Feel the heat of the weak dying flame.
MC13_10|The tiny girl took off her hat.|The tiny girl took off her hat.
MC14_01|A cramp is no small danger on a swim.|A cramp is no small danger on a swim.
MC14_02|He said the same phrase thirty times.|He said the same phrase thirty times.
MC14_03|Pluck the bright rose without leaves.|Pluck the bright rose without leaves.
MC14_04|Two plus seven is less than ten.|Two plus seven is less than ten.
MC14_05|The glow deepened in the eyes of the sweet girl.|The glow deepened in the eyes of the sweet girl.
MC14_06|Bring your problems to the wise chief.|Bring your problems to the wise chief.
MC14_07|Write a fond note to the friend you cherish.|Write a fond note to the friend you cherish.
MC14_08|Clothes and lodging are free to new men.|Clothes and lodging are free to new men.
MC14_09|We frown when events take a bad turn.|We frown when events take a bad turn.
MC14_10|Port is a strong wine with a smoky taste.|Port is a strong wine with a smoky taste.
MC15_01|The young kid jumped the rusty gate.|The young kid jumped the rusty gate.
MC15_02|Guess the results from the first scores.|Guess the results from the first scores.
MC15_03|A salt pickle tastes fine with ham.|A salt pickle tastes fine with ham.
MC15_04|The just claim got the right verdict.|The just claim got the right verdict.
MC15_05|These thistles bend in a high wind.|These thistles bend in a high wind.
MC15_06|Pure bred poodles have curls.|Pure bred poodles have curls.
MC15_07|The tree top waved in a graceful way.|The tree top waved in a graceful way.
MC15_08|The spot on the blotter was made by green ink.|The spot on the blotter was made by green ink.
MC15_09|Mud was spattered on the front of his white shirt.|Mud was spattered on the front of his white shirt.
MC15_10|The cigar burned a hole in the desk top.|The cigar burned a hole in the desk top.
MC16_01|The empty flask stood on the tin tray.|The empty flask stood on the tin tray.
MC16_02|A speedy man can beat this track mark.|A speedy man can beat this track mark.
MC16_03|He broke a new shoelace that day.|He broke a new shoelace that day.
MC16_04|The coffee stand is too high for the couch.|The coffee stand is too high for the couch.
MC16_05|The urge to write short stories is rare.|The urge to write short stories is rare.
MC16_06|The pencils have all been used.|The pencils have all been used.
MC16_07|The pirates seized the crew of the lost ship.|The pirates seized the crew of the lost ship.
MC16_08|We tried to replace the coin but failed.|We tried to replace the coin but failed.
MC16_09|She sewed the torn coat quite neatly.|She sewed the torn coat quite neatly.
MC16_10|The sofa cushion is red and of light weight.|The sofa cushion is red and of light weight.
MC17_01|The jacket hung on the back of the wide chair.|The jacket hung on the back of the wide chair.
MC17_02|At that high level the air is pure.|At that high level the air is pure.
MC17_03|Drop the two when you add the figures.|Drop the two when you add the figures.
MC17_04|A filing case is now hard to buy.|A filing case is now hard to buy.
MC17_05|An abrupt start does not win the prize.|An abrupt start does not win the prize.
MC17_06|Wood is best for making toys and blocks.|Wood is best for making toys and blocks.
"MC17_07|The office paint was a dull, sad tan.|The office paint was a dull, sad tan."
MC17_08|He knew the skill of the great young actress.|He knew the skill of the great young actress.
MC17_09|A rag will soak up spilled water.|A rag will soak up spilled water.
MC17_10|A shower of dirt fell from the hot pipes.|A shower of dirt fell from the hot pipes.
MC18_01|Steam hissed from the broken valve.|Steam hissed from the broken valve.
MC18_02|The child almost hurt the small dog.|The child almost hurt the small dog.
MC18_03|There was a sound of dry leaves outside.|There was a sound of dry leaves outside.
MC18_04|The sky that morning was clear and bright blue.|The sky that morning was clear and bright blue.
MC18_05|Torn scraps littered the stone floor.|Torn scraps littered the stone floor.
MC18_06|Sunday is the best part of the week.|Sunday is the best part of the week.
MC18_07|The doctor cured him with these pills.|The doctor cured him with these pills.
MC18_08|The new girl was fired today at noon.|The new girl was fired today at noon.
MC18_09|They felt gay when the ship arrived in port.|They felt gay when the ship arrived in port.
MC18_10|Add the store's account to the last cent.|Add the store's account to the last cent.
MD19_01|Acid burns holes in wool cloth.|Acid burns holes in wool cloth.
MD19_02|Fairy tales should be fun to write.|Fairy tales should be fun to write.
MD19_03|Eight miles of woodland burned to waste.|Eight miles of woodland burned to waste.
MD19_04|The third act was dull and tired the players.|The third act was dull and tired the players.
MD19_05|A young child should not suffer fright.|A young child should not suffer fright.
MD19_06|Add the column and put the sum here.|Add the column and put the sum here.
MD19_07|We admire and love a good cook.|We admire and love a good cook.
MD19_08|There the flood mark is ten inches.|There the flood mark is ten inches.
MD19_09|He carved a head from the round block of marble.|He carved a head from the round block of marble.
MD19_10|She has a smart way of wearing clothes.|She has a smart way of wearing clothes.
MD20_01|The fruit of a fig tree is apple-shaped.|The fruit of a fig tree is apple-shaped.
MD20_02|Corn cobs can be used to kindle a fire.|Corn cobs can be used to kindle a fire.
MD20_03|Where were they when the noise started?|Where were they when the noise started?
MD20_04|The paper box is full of thumb tacks.|The paper box is full of thumb tacks.
MD20_05|Sell your gift to a buyer at a good gain.|Sell your gift to a buyer at a good gain.
MD20_06|The tongs lay beside the ice pail.|The tongs lay beside the ice pail.
MD20_07|The petals fall with the next puff of wind.|The petals fall with the next puff of wind.
MD20_08|Bring your best compass to the third class.|Bring your best compass to the third class.
MD20_09|They could laugh although they were sad.|They could laugh although they were sad.
MD20_10|Farmers came in to thresh the oat crop.|Farmers came in to thresh the oat crop.
MD21_01|The brown house was on fire to the attic.|The brown house was on fire to the attic.
MD21_02|The lure is used to catch trout and flounder.|The lure is used to catch trout and flounder.
MD21_03|Float the soap on top of the bath water.|Float the soap on top of the bath water.
MD21_04|A blue crane is a tall wading bird.|A blue crane is a tall wading bird.
MD21_05|A fresh start will work such wonders.|A fresh start will work such wonders.
MD21_06|The club rented the rink for the fifth night.|The club rented the rink for the fifth night.
"MD21_07|After the dance, they went straight home.|After the dance, they went straight home."
MD21_08|The hostess taught the new maid to serve.|The hostess taught the new maid to serve.
MD21_09|He wrote his last novel there at the inn.|He wrote his last novel there at the inn.
MD21_10|Even the worst will beat his low score.|Even the worst will beat his low score.
MD22_01|The cement had dried when he moved it.|The cement had dried when he moved it.
MD22_02|The loss of the second ship was hard to take.|The loss of the second ship was hard to take.
MD22_03|The fly made its way along the wall.|The fly made its way along the wall.
MD22_04|Do that with a wooden stick.|Do that with a wooden stick.
MD22_05|Live wires should be kept covered.|Live wires should be kept covered.
MD22_06|The large house had hot water taps.|The large house had hot water taps.
MD22_07|It is hard to erase blue or red ink.|It is hard to erase blue or red ink.
MD22_08|Write at once or you may forget it.|Write at once or you may forget it.
MD22_09|The doorknob was made of bright clean brass.|The doorknob was made of bright clean brass.
MD22_10|The wreck occurred by the bank on Main Street.|The wreck occurred by the bank on Main Street.
MD23_01|A pencil with black lead writes best.|A pencil with black lead writes best.
MD23_02|Coax a young calf to drink from a bucket.|Coax a young calf to drink from a bucket.
MD23_03|Schools for ladies teach charm and grace.|Schools for ladies teach charm and grace.
MD23_04|The lamp shone with a steady green flame.|The lamp shone with a steady green flame.
MD23_05|They took the axe and the saw to the forest.|They took the axe and the saw to the forest.
MD23_06|The ancient coin was quite dull and worn.|The ancient coin was quite dull and worn.
MD23_07|The shaky barn fell with a loud crash.|The shaky barn fell with a loud crash.
MD23_08|Jazz and swing fans like fast music.|Jazz and swing fans like fast music.
MD23_09|Rake the rubbish up and then burn it.|Rake the rubbish up and then burn it.
MD23_10|Slash the gold cloth into fine ribbons.|Slash the gold cloth into fine ribbons.
MD24_01|Try to have the court decide the case.|Try to have the court decide the case.
MD24_02|They are pushed back each time they attack.|They are pushed back each time they attack.
MD24_03|He broke his ties with groups of former friends.|He broke his ties with groups of former friends.
MD24_04|They floated on the raft to sun their white backs.|They floated on the raft to sun their white backs.
MD24_05|The map had an X that meant nothing.|The map had an X that meant nothing.
MD24_06|Whitings are small fish caught in nets.|Whitings are small fish caught in nets.
MD24_07|Some ads serve to cheat buyers.|Some ads serve to cheat buyers.
MD24_08|Jerk the rope and the bell rings weakly.|Jerk the rope and the bell rings weakly.
MD24_09|A waxed floor makes us lose balance.|A waxed floor makes us lose balance.
"MD24_10|Madam, this is the best brand of corn.|Madam, this is the best brand of corn."
MF31_01|Slide the box into that empty space.|Slide the box into that empty space.
MF31_02|The plant grew large and green in the window.|The plant grew large and green in the window.
MF31_03|The beam dropped down on the workman's head.|The beam dropped down on the workman's head.
MF31_04|Pink clouds floated with the breeze.|Pink clouds floated with the breeze.
"MF31_05|She danced like a swan, tall and graceful.|She danced like a swan, tall and graceful."
MF31_06|The tube was blown and the tire flat and useless.|The tube was blown and the tire flat and useless.
MF31_07|It is late morning on the old wall clock.|It is late morning on the old wall clock.
MF31_08|Let's all join as we sing the last chorus.|Let's all join as we sing the last chorus.
MF31_09|The last switch cannot be turned off.|The last switch cannot be turned off.
MF31_10|The fight will end in just six minutes.|The fight will end in just six minutes.
MF32_01|The store walls were lined with colored frocks.|The store walls were lined with colored frocks.
MF32_02|The peace league met to discuss their plans.|The peace league met to discuss their plans.
MF32_03|The rise to fame of a person takes luck.|The rise to fame of a person takes luck.
"MF32_04|Paper is scarce, so write with much care.|Paper is scarce, so write with much care."
MF32_05|The quick fox jumped on the sleeping cat.|The quick fox jumped on the sleeping cat.
MF32_06|The nozzle of the fire hose was bright brass.|The nozzle of the fire hose was bright brass.
MF32_07|Screw the round cap on as tight as needed.|Screw the round cap on as tight as needed.
MF32_08|Time brings us many changes.|Time brings us many changes.
MF32_09|The purple tie was ten years old.|The purple tie was ten years old.
MF32_10|Men think and plan and sometimes act.|Men think and plan and sometimes act.
MF33_01|Fill the ink jar with sticky glue.|Fill the ink jar with sticky glue.
MF33_02|He smokes a big pipe with strong contents.|He smokes a big pipe with strong contents.
MF33_03|We need grain to keep our mules healthy.|We need grain to keep our mules healthy.
MF33_04|Pack the records in a neat thin case.|Pack the records in a neat thin case.
MF33_05|The crunch of feet in the snow was the only sound.|The crunch of feet in the snow was the only sound.
MF33_06|The copper bowl shone in the sun's rays.|The copper bowl shone in the sun's rays.
MF33_07|Boards will warp unless kept dry.|Boards will warp unless kept dry.
MF33_08|The plush chair leaned against the wall.|The plush chair leaned against the wall.
MF33_09|Glass will clink when struck by metal.|Glass will clink when struck by metal.
MF33_10|Bathe and relax in the cool green grass.|Bathe and relax in the cool green grass.
MF34_01|Nine rows of soldiers stood in line.|Nine rows of soldiers stood in line.
MF34_02|The beach is dry and shallow at low tide.|The beach is dry and shallow at low tide.
MF34_03|The idea is to sew both edges straight.|The idea is to sew both edges straight.
MF34_04|The kitten chased the dog down the street.|The kitten chased the dog down the street.
MF34_05|Pages bound in cloth make a book.|Pages bound in cloth make a book.
MF34_06|Try to trace the fine lines of the painting.|Try to trace the fine lines of the painting.
MF34_07|Women form less than half of the group.|Women form less than half of the group.
MF34_08|The zones merge in the central part of town.|The zones merge in the central part of town.
MF34_09|A gem in the rough needs work to polish.|A gem in the rough needs work to polish.
MF34_10|Code is used when secrets are sent.|Code is used when secrets are sent.
MF35_01|Most of the news is easy for us to hear.|Most of the news is easy for us to hear.
MF35_02|He used the lathe to make brass objects.|He used the lathe to make brass objects.
MF35_03|The vane on top of the pole revolved in the wind.|The vane on top of the pole revolved in the wind.
MF35_04|Mince pie is a dish served to children.|Mince pie is a dish served to children.
MF35_05|The clan gathered on each dull night.|The clan gathered on each dull night.
"MF35_06|Let it burn, it gives us warmth and comfort.|Let it burn, it gives us warmth and comfort."
MF35_07|A castle built from sand fails to endure.|A castle built from sand fails to endure.
MF35_08|A child's wit saved the day for us.|A child's wit saved the day for us.
MF35_09|Tack the strip of carpet to the worn floor.|Tack the strip of carpet to the worn floor.
MF35_10|Next Tuesday we must vote.|Next Tuesday we must vote.
MF36_01|Pour stew from the pot into the plate.|Pour stew from the pot into the plate.
MF36_02|Each penny shone like new.|Each penny shone like new.
MF36_03|The man went to the woods to gather sticks.|The man went to the woods to gather sticks.
MF36_04|The dirt piles were lines along the road.|The dirt piles were lines along the road.
MF36_05|The logs fell and tumbled into the clear stream.|The logs fell and tumbled into the clear stream.
MF36_06|Just hoist it up and take it away.|Just hoist it up and take it away.
MF36_07|A ripe plum is fit for a king's palate.|A ripe plum is fit for a king's palate.
MF36_08|Our plans right now are hazy.|Our plans right now are hazy.
MF36_09|Brass rings are sold by these natives.|Brass rings are sold by these natives.
MF36_10|It takes a good trap to capture a bear.|It takes a good trap to capture a bear.
MG37_01|Feed the white mouse some flower seeds.|Feed the white mouse some flower seeds.
MG37_02|The thaw came early and freed the stream.|The thaw came early and freed the stream.
MG37_03|He took the lead and kept it the whole distance.|He took the lead and kept it the whole distance.
MG37_04|The key you designed will fit the lock.|The key you designed will fit the lock.
MG37_05|Plead to the council to free the poor thief.|Plead to the council to free the poor thief.
MG37_06|Better hash is made of rare beef.|Better hash is made of rare beef.
MG37_07|This plank was made for walking on.|This plank was made for walking on.
MG37_08|The lake sparkled in the red hot son.|The lake sparkled in the red hot son.
MG37_09|He crawled with care along the ledge.|He crawled with care along the ledge.
MG37_10|Tend the sheep while the dog wanders.|Tend the sheep while the dog wanders.
MG38_01|It takes a lot of help to finish these.|It takes a lot of help to finish these.
MG38_02|Mark the spot with a sign painted red.|Mark the spot with a sign painted red.
MG38_03|Take two shares as a fair profit.|Take two shares as a fair profit.
MG38_04|The fur of cats goes by many names.|The fur of cats goes by many names.
MG38_05|North winds bring colds and fevers.|North winds bring colds and fevers.
MG38_06|He asks no person to vouch for him.|He asks no person to vouch for him.
MG38_07|Go now and come here later.|Go now and come here later.
MG38_08|A sash of gold silk will trim her dress.|A sash of gold silk will trim her dress.
MG38_09|Soap can wash most dirt away.|Soap can wash most dirt away.
MG38_10|That move means the game is over.|That move means the game is over.
MG39_01|He wrote down a long list of items.|He wrote down a long list of items.
MG39_02|A siege will crack the strong defense.|A siege will crack the strong defense.
MG39_03|Grape juice and water mix well.|Grape juice and water mix well.
MG39_04|Roads are paved with sticky tar.|Roads are paved with sticky tar.
MG39_05|Fake stones shine but cost little.|Fake stones shine but cost little.
MG39_06|The drop of the rain made a pleasant sound.|The drop of the rain made a pleasant sound.
MG39_07|Smoke poured out of every crack.|Smoke poured out of every crack.
MG39_08|Serve the hot rum to the tired heroes.|Serve the hot rum to the tired heroes.
MG39_09|Much of the story makes good sense.|Much of the story makes good sense.
MG39_10|The sun came up to light the eastern sky.|The sun came up to light the eastern sky.
MG40_01|Heave the line over the port side.|Heave the line over the port side.
MG40_02|A lathe cuts and trims any wood.|A lathe cuts and trims any wood.
MG40_03|It's a dense crowd in two distinct ways.|It's a dense crowd in two distinct ways.
MG40_04|His hip struck the knee of the next player.|His hip struck the knee of the next player.
MG40_05|The stale smell of old beer lingers.|The stale smell of old beer lingers.
MG40_06|The desk was firm on the shaky floor.|The desk was firm on the shaky floor.
MG40_07|It takes heat to bring out the odor.|It takes heat to bring out the odor.
MG40_08|Beef is scarcer than some lamb.|Beef is scarcer than some lamb.
MG40_09|Raise the sail and steer the ship northward.|Raise the sail and steer the ship northward.
MG40_10|A cone cost five cents on Mondays.|A cone cost five cents on Mondays.
MG41_01|A pod is what peas always grow in.|A pod is what peas always grow in.
MG41_02|Jerk the dart from the cork target.|Jerk the dart from the cork target.
MG41_03|No cement will hold hard wood.|No cement will hold hard wood.
MG41_04|We now have a new base for shipping.|We now have a new base for shipping.
MG41_05|A list of names is carved around the base.|A list of names is carved around the base.
MG41_06|The sheep were led home by a dog.|The sheep were led home by a dog.
"MG41_07|Three for a dime, the young peddler cried.|Three for a dime, the young peddler cried."
MG41_08|The sense of smell is better than that of touch.|The sense of smell is better than that of touch.
MG41_09|No hardship seemed to keep him sad.|No hardship seemed to keep him sad.
MG41_10|Grace makes up for lack of beauty.|Grace makes up for lack of beauty.
MG42_01|Nudge gently but wake her now.|Nudge gently but wake her now.
MG42_02|The news struck doubt into restless minds.|The news struck doubt into restless minds.
MG42_03|Once we stood beside the shore.|Once we stood beside the shore.
MG42_04|A chink in the wall allowed a draft to blow.|A chink in the wall allowed a draft to blow.
MG42_05|Fasten two pins on each side.|Fasten two pins on each side.
MG42_06|A cold dip restores health and zest.|A cold dip restores health and zest.
MG42_07|He takes the oath of office each March.|He takes the oath of office each March.
MG42_08|The sand drifts over the sill of the old house.|The sand drifts over the sill of the old house.
MG42_09|The point of the steel pen was bent and twisted.|The point of the steel pen was bent and twisted.
MG42_10|There is a lag between thought and act.|There is a lag between thought and act.
MH43_01|Seed is needed to plant the spring corn.|Seed is needed to plant the spring corn.
MH43_02|Draw the chart with heavy black lines.|Draw the chart with heavy black lines.
MH43_03|The boy owed his pal thirty cents.|The boy owed his pal thirty cents.
MH43_04|The chap slipped into the crowd and was lost.|The chap slipped into the crowd and was lost.
MH43_05|Hats are worn to tea and not to dinner.|Hats are worn to tea and not to dinner.
MH43_06|The ramp led up to the wide highway.|The ramp led up to the wide highway.
MH43_07|Beat the dust from the rug onto the lawn.|Beat the dust from the rug onto the lawn.
MH43_08|Say it slowly but make it ring clear.|Say it slowly but make it ring clear.
MH43_09|The straw nest housed five robins.|The straw nest housed five robins.
MH43_10|Screen the porch with woven straw mats.|Screen the porch with woven straw mats.
MH44_01|This horse will nose his way to the finish.|This horse will nose his way to the finish.
MH44_02|The dry wax protects the deep scratch.|The dry wax protects the deep scratch.
MH44_03|He picked up the dice for a second roll.|He picked up the dice for a second roll.
MH44_04|These coins will be needed to pay his debt.|These coins will be needed to pay his debt.
MH44_05|The nag pulled the frail cart along.|The nag pulled the frail cart along.
MH44_06|Twist the valve and release hot steam.|Twist the valve and release hot steam.
MH44_07|The vamp of the shoe had a gold buckle.|The vamp of the shoe had a gold buckle.
MH44_08|The smell of burned rags itches my nose.|The smell of burned rags itches my nose.
MH44_09|New pants lack cuffs and pockets.|New pants lack cuffs and pockets.
MH44_10|The marsh will freeze when cold enough.|The marsh will freeze when cold enough.
MH45_01|They slice the sausage thin with a knife.|They slice the sausage thin with a knife.
MH45_02|The bloom of the rose lasts a few days.|The bloom of the rose lasts a few days.
MH45_03|A gray mare walked before the colt.|A gray mare walked before the colt.
MH45_04|Breakfast buns are fine with a hot drink.|Breakfast buns are fine with a hot drink.
MH45_05|Bottles hold four kinds of rum.|Bottles hold four kinds of rum.
MH45_06|The man wore a feather in his felt hat.|The man wore a feather in his felt hat.
MH45_07|He wheeled the bike past the winding road.|He wheeled the bike past the winding road.
MH45_08|Drop the ashes on the worn old rug.|Drop the ashes on the worn old rug.
MH45_09|The desk and both chairs were painted tan.|The desk and both chairs were painted tan.
MH45_10|Throw out the used paper cup and plate.|Throw out the used paper cup and plate.
MH46_01|A clean neck means a neat collar.|A clean neck means a neat collar.
MH46_02|The couch cover and hall drapes were blue.|The couch cover and hall drapes were blue.
MH46_03|The stems of the tall glasses cracked and broke.|The stems of the tall glasses cracked and broke.
MH46_04|The wall phone rang loud and often.|The wall phone rang loud and often.
MH46_05|The clothes dried on a thin wooden rack.|The clothes dried on a thin wooden rack.
MH46_06|Turn on the lantern which gives us light.|Turn on the lantern which gives us light.
MH46_07|The cleat sank deeply into the soft turf.|The cleat sank deeply into the soft turf.
MH46_08|The bills were mailed promptly on the tenth of the month.|The bills were mailed promptly on the tenth of the month.
MH46_09|To have is better than to wait and hope.|To have is better than to wait and hope.
